S2_B1,S2_B2,S2_B4,S2_B11,S2_B12,ARVI,CI,DVI,GEMI,GNDVI,IPVI,IRECI,MCARI,MSAVI,MSAVI2,NDVI,NDWI2,PSSRA,RI,RVI,SAVI,3_45_9,3_90_12,3_90_63,5_90_21,5_90_62,7_90_15,7_45_19,9_180_12,9_45_97,9_90_11,9_90_59,11_135_1,13_90_59,15_135_97,15_45_1,15_45_19,15_45_59,15_45_81,15_90_13,15_90_31,15_90_59,15_90_64,15_180_59,Label
0.0328,0.0254,0.0133,0.0137,0.0126,0.85276,-0.11921,0.0018,0.16808,-0.05625,0.53169,-0.0001,0,0.0035,0.50351,0.06338,0.05625,0.99248,36.64739,1.13534,0.00511,2,0,1,0,0,1,1,0,0,1,1,7.60331,1,0,7.70667,1,1,0.4,0,1,1,1,1,1
0.0338,0.0312,0.0169,0.0181,0.0164,0.76256,-0.19905,0.0024,0.1788,-0.13453,0.53315,0.00154,0,0.00463,0.50464,0.0663,0.13453,1.10651,17.63648,1.14201,0.00671,2.77778,0.22222,1,0.28,0,0.29779,0.76761,1.12346,0,0.81475,0.9358,7.90909,0.94852,0,7.90222,0.88177,0.93022,1.06222,0.30667,0.60976,0.94356,0.60629,0.96533,1
0.0322,0.0293,0.0152,0.0163,0.0154,0.87912,-0.13143,0.0019,0.17321,-0.07317,0.52941,0.00421,0,0.00368,0.50369,0.05882,0.07317,1.24342,29.76401,1.125,0.00535,2,0,1,0,0,0.96002,1,0.02469,0,0.98765,1,7,1,0,7.13333,1,1,1,0.09778,1,1,1,1,1
0.0277,0.0269,0.032,0.1019,0.0493,0.62788,-0.0229,0.1303,0.49282,0.65781,0.83531,0.3579,0.00119,0.22607,0.74035,0.67061,-0.65781,6.03438,27.2374,5.07188,0.28151,2.44444,0.11111,0.16049,0.48,2.7334,0.34611,0.77959,0.16049,2.01235,0.87037,0.55556,6,0.5323,1.94667,6.01333,0.78889,0.43925,1.89333,0.22222,0.28687,0.52256,0.78575,0.51991,7
0.0346,0.0289,0.0162,0.0143,0.013,0.62963,-0.09497,-0.0008,0.16833,-0.12,0.48734,-0.00118,0,-0.00155,0.49845,-0.02532,0.12,0.92593,34.85475,0.95062,-0.00226,2.11111,0.22222,1,0,0,0.81175,1,0.07407,0,0.95062,1,8,1,0,8,1,1,1,0.03556,1,1,1,1,1
0.0291,0.0264,0.0301,0.074,0.0445,0.50111,-0.01149,0.0716,0.37121,0.53509,0.77162,0.16341,0.00032,0.12891,0.63389,0.54325,-0.53509,3.701,31.00851,3.37874,0.16999,2.22222,0.22222,0.11111,0.48,2.7334,0.62016,0.73061,0.16049,1.82716,0.90741,0.42459,5.58678,0.48832,1.95111,6.28444,0.78132,0.44619,1.12,0.23111,0.25709,0.50458,0.7354,0.54408,7
0.0289,0.0372,0.0584,0.1409,0.0822,0.31527,0.09878,0.0945,0.44634,0.52291,0.72362,0.16959,0.00022,0.15898,0.66579,0.44723,-0.52291,2.68493,31.03268,2.61815,0.19928,3.11111,0.33333,0.35802,0.4,1.72239,0.37859,0.82653,0.2716,3.14815,0.87037,0.69753,6.15702,0.65799,2.86667,6.12,0.82273,0.60077,1.34667,0.30222,0.20371,0.63937,0.80046,0.65067,7
0.0334,0.0278,0.0156,0.0154,0.0145,0.63243,-0.11364,-0.0005,0.16763,-0.12968,0.49186,0.00033,0,-0.00097,0.49903,-0.01629,0.12968,1.01923,32.32074,0.96795,-0.00141,2,0,1,0,0,1,1,0,0,1,1,8,1,0,8,1,1,0.72,0,1,1,1,1,1
0.0317,0.0351,0.0461,0.1402,0.0717,0.55736,0.02104,0.1548,0.54736,0.63933,0.81336,0.35806,0.00075,0.25745,0.77468,0.62672,-0.63933,4.50976,24.61133,4.35792,0.31084,3,0.11111,0.11111,0.36,2.52242,0.77426,0.82653,0.18519,4,0.93827,0.56935,7.27273,0.50462,4.22222,7.26667,0.76489,0.45165,1.48889,0.28444,0.17464,0.51037,0.58548,0.59137,7
0.0737,0.09,0.1407,0.2366,0.2072,-0.07227,0.20566,0.0249,0.35307,0.28223,0.54065,0.0646,0.00058,0.0382,0.53852,0.08129,-0.28223,1.43284,24.8513,1.17697,0.04632,9.66667,1.77778,0.11111,2.24,2.99707,0.05289,0.34304,3.44444,12.51852,0.49852,0.3933,19.61983,0.36418,12.10222,19.56,0.30091,0.31352,2,1.84,0.01408,0.35211,0.45035,0.41277,3
0.0306,0.032,0.0419,0.1279,0.0713,0.53667,0.04229,0.1299,0.50015,0.63386,0.80393,0.26914,0.00105,0.22093,0.73418,0.60786,-0.63386,4.31504,30.76421,4.10024,0.27301,2.77778,0.33333,0.1358,0.32,2.64343,0.47439,0.83673,0.40741,4.71605,0.86296,0.53644,7.64463,0.5545,5.37778,7.72444,0.71189,0.54006,1.62667,0.49778,0.08713,0.57705,0.75367,0.61964,7
0.0634,0.0828,0.1556,0.2458,0.2032,-0.05521,0.20294,0.0489,0.39226,0.32965,0.5679,0.06993,0.00007,0.0722,0.57322,0.1358,-0.32965,1.35411,22.09242,1.31427,0.08528,8.22222,4.44444,0.18519,1.72,2.71981,0.0429,0.37547,2.35802,11,0.55204,0.46958,15.95868,0.48601,11.09333,15.76,0.43529,0.41944,1.92889,1.13778,0.02167,0.50258,0.44244,0.54796,3
0.0569,0.0541,0.1015,0.2133,0.1566,0.06616,0.19131,0.0685,0.42127,0.42319,0.62615,0.10459,0.00003,0.1087,0.61152,0.2523,-0.42319,1.74877,31.49737,1.67488,0.13318,5.55556,2.44444,0.1358,1.72,2.92069,0.06122,0.39125,1.23457,10.79012,0.51576,0.44537,16.42975,0.46279,11.43555,16.74667,0.4036,0.39651,1.4,1.34222,0.01495,0.43774,0.48711,0.52981,2
0.0348,0.0301,0.0171,0.016,0.0148,0.60577,-0.15136,-0.0004,0.17168,-0.16291,0.49408,0.00049,0,-0.00077,0.49923,-0.01183,0.16291,1.02924,23.41683,0.97661,-0.00112,2.11111,0.22222,1,0.36,0,0.26947,0.76531,0.28395,0,0.80864,1,8,1,0,8,0.85111,1,0.89333,0.35111,1,1,1,1,1
0.0642,0.0446,0.0746,0.1995,0.1631,-0.02499,0.13893,0.0249,0.3231,0.27646,0.57151,0.09115,0.00098,0.04255,0.54308,0.14302,-0.27646,1.97587,31.0199,1.33378,0.05541,7.11111,14.88889,0.1358,3.16,3.10797,0.02957,0.17939,4.88889,11.95062,0.35754,0.35159,16.42975,0.37118,11.36,16.22667,0.29214,0.29495,2.21333,1.95556,0.0108,0.38171,0.7033,0.46249,3
0.0736,0.0776,0.1226,0.2053,0.1494,0.19674,0.1085,0.1271,0.51842,0.43382,0.6707,0.1925,0,0.1881,0.69486,0.34139,-0.43382,1.98287,15.68015,2.0367,0.21856,7.66667,2,0.1358,1.2,2.92069,0.03374,0.32427,2.88889,10.27161,0.45175,0.39092,18.70248,0.3431,10.06222,18.62667,0.27922,0.26838,2,1.80444,0.01349,0.33307,0.44197,0.40121,7
0.0676,0.06,0.0965,0.2305,0.1714,0.23453,0.11819,0.118,0.50354,0.47626,0.68971,0.12615,0.00012,0.18315,0.69056,0.37942,-0.47626,1.89534,21.13006,2.2228,0.21825,6.88889,2.66667,0.11111,1.24,2.75433,0.05706,0.39972,1.98765,11.61728,0.59553,0.48138,16.15702,0.48506,11.55555,16.4,0.44011,0.42566,2,1.2,0.01724,0.48658,0.66758,0.59302,7
0.0559,0.0668,0.1179,0.2525,0.1848,0.00938,0.16158,0.0543,0.40075,0.33852,0.59359,0.08404,0,0.08468,0.58632,0.18718,-0.33852,1.56404,22.5548,1.46056,0.10309,6.55556,1.11111,0.20988,1.08,1.92327,0.10954,0.56704,1.8642,11.34568,0.61141,0.63501,13.8843,0.53558,11.42666,14.18667,0.54243,0.49876,2,1.15111,0.04936,0.5119,0.67978,0.67498,3
0.0425,0.0499,0.0866,0.2276,0.1585,0.22306,0.1593,0.1075,0.48381,0.51109,0.69149,0.11776,0.00019,0.17073,0.6776,0.38297,-0.51109,1.94573,30.28008,2.24134,0.20655,4.66667,0.33333,0.16049,0.36,2.64343,0.27697,0.71345,0.53086,8.97531,0.84691,0.64444,11.15703,0.69147,9.78222,11.04,0.71452,0.54891,2,0.44444,0.10175,0.70045,0.83611,0.56133,2
0.0513,0.0534,0.1148,0.2953,0.2248,0.07043,0.22781,0.0881,0.45714,0.4751,0.63865,0.13078,0.00034,0.13516,0.6391,0.27731,-0.4751,1.85714,35.01645,1.76742,0.16161,5.66667,2.55556,0.18519,0.84,2.5116,0.08705,0.6967,1.41975,12.98765,0.66667,0.58715,14.42149,0.59323,13.24444,14.49333,0.62958,0.54423,2.16,0.88444,0.05481,0.59766,0.81894,0.60941,7
0.0464,0.0575,0.1217,0.2682,0.1897,-0.03106,0.23805,0.053,0.39917,0.39984,0.58941,0.06123,-0.00003,0.08222,0.58375,0.17881,-0.39984,1.41824,35.24809,1.4355,0.09982,5.44444,0.22222,0.16049,0.52,2.34524,0.212,0.69388,0.69136,11.53086,0.82469,0.58145,12.34711,0.57877,11.37778,11.91111,0.65371,0.56981,2.46667,0.55556,0.04233,0.60272,0.50551,0.7303,4
0.0569,0.0895,0.1314,0.2312,0.1479,0.20358,0.06569,0.1305,0.5222,0.38902,0.6659,0.16369,0.00015,0.19011,0.69666,0.33181,-0.38902,1.8965,11.29362,1.99315,0.21913,8.77778,3.77778,0.16049,0.92,2.88617,0.09205,0.47131,2.65432,9.34568,0.68962,0.6288,13.45455,0.63509,9.53778,13.19556,0.46949,0.44654,2.01778,0.75556,0.04391,0.61717,0.81738,0.53742,4
0.066,0.0518,0.0891,0.1959,0.1549,-0.12057,0.20081,0.0101,0.30534,0.25174,0.52682,0.07216,0.0015,0.01702,0.5171,0.05364,-0.25174,1.71493,38.07075,1.11336,0.02201,6.44444,3.66667,0.11111,3.96,3.21888,0.02874,0.22461,8.20988,11.22222,0.29026,0.24654,17.52892,0.28585,11.20444,16.76,0.24919,0.21931,2,2.07111,0.00974,0.29597,0.72523,0.35004,3
0.0512,0.0812,0.1291,0.2208,0.1778,-0.0152,0.15837,0.0426,0.38238,0.29341,0.57081,0.07442,0.00018,0.06577,0.56674,0.14162,-0.29341,1.4725,20.19501,1.32998,0.0798,6.77778,8,0.11111,2.28,3.10797,0.03957,0.43761,2.74074,9.03704,0.53691,0.3733,11.61157,0.45595,8.61778,11.20444,0.53625,0.4085,2,0.90222,0.02048,0.48068,0.52841,0.52977,3
0.0469,0.0507,0.0975,0.2003,0.1266,0.20845,0.16279,0.1228,0.51144,0.5167,0.6932,0.21705,-0.00001,0.18974,0.69758,0.38641,-0.5167,2.2482,27.47881,2.25949,0.22524,4.44444,1.22222,0.1358,0.84,2.94162,0.12953,0.57263,0.53086,8.98765,0.74198,0.40587,11.95041,0.43459,9.79556,11.92,0.57578,0.35599,1.38667,0.54222,0.04356,0.43268,0.59191,0.53872,7
0.0366,0.0352,0.055,0.1457,0.0868,0.41676,0.06796,0.1267,0.50307,0.58206,0.76764,0.23056,0.00023,0.21049,0.72201,0.53528,-0.58206,3.14,27.3528,3.30364,0.25797,3,0.66667,0.11111,0.64,2.92069,0.10954,0.48571,0.5679,6.19753,0.72716,0.47562,9.3719,0.52223,6.72445,9.49333,0.54648,0.41501,2.02222,0.57333,0.03838,0.50988,0.61221,0.55509,5
0.0469,0.0515,0.091,0.2551,0.1872,0.21314,0.13325,0.1102,0.48958,0.48597,0.68857,0.18376,0.0008,0.17344,0.68035,0.37714,-0.48597,2.37582,24.56151,2.21099,0.20866,5.11111,0.33333,0.65432,0.72,1.77564,0.34111,0.6102,0.39506,9.23457,0.79506,0.41602,12.05785,0.42112,9.43555,12.09333,0.61093,0.36061,2,0.44889,0.03526,0.43489,0.69617,0.51846,6
0.0369,0.0419,0.0683,0.1781,0.1161,0.26332,0.12336,0.0941,0.45209,0.5058,0.70394,0.14546,0.00034,0.15553,0.66183,0.40789,-0.5058,2.39824,30.80774,2.37775,0.19317,3.55556,0.22222,0.1358,0.48,2.92069,0.17701,0.66567,0.95062,5.5679,0.72572,0.46684,10.69421,0.43838,6.30222,11.52,0.47349,0.32701,1.6,1.21333,0.03996,0.40949,0.54338,0.39657,6
0.0398,0.0408,0.0275,0.0218,0.019,0.24868,-0.22861,-0.0039,0.18676,-0.2997,0.46184,-0.00186,0,-0.00742,0.4926,-0.07632,0.2997,0.92727,9.00001,0.85818,-0.01062,4,0,0.28395,0.12,1.28006,0.64931,0.87755,0.1358,0,0.90123,0.87654,9.55372,0.90533,0,9.62222,0.90889,0.88667,1,0.20889,0.78185,0.92,0.66175,0.92,1
0.0365,0.052,0.0867,0.2063,0.132,0.31567,0.16846,0.1467,0.54792,0.58184,0.72915,0.23156,0.00004,0.22759,0.73896,0.45829,-0.58184,2.52595,32.00241,2.69204,0.26832,3.88889,1.33333,0.20988,0.8,2.67795,0.22782,0.65102,0.38272,6.39506,0.79506,0.41649,9.38843,0.43376,7.16444,9.48,0.73848,0.42641,2.16,0.40889,0.09641,0.45735,0.57361,0.52417,7
0.0494,0.058,0.1155,0.2898,0.225,0.04971,0.21387,0.0756,0.43652,0.43738,0.62329,0.08202,0,0.11676,0.61977,0.24658,-0.43738,1.56623,31.87566,1.65455,0.14059,5.33333,0.66667,0.25926,0.4,1.96281,0.45939,0.78163,0.50617,13.82716,0.85062,0.77037,12.70248,0.78284,13.92444,12.45333,0.72941,0.66903,2,0.35111,0.06829,0.75644,0.84368,0.77963,2
0.0468,0.0466,0.0901,0.2692,0.1854,0.20072,0.16559,0.1106,0.49002,0.51357,0.69017,0.1499,0.0005,0.17429,0.6813,0.38033,-0.51357,2.15871,30.25313,2.22752,0.20979,4.88889,0.33333,0.48148,0.12,1.51695,0.20283,0.73061,0.59259,12.33333,0.90123,0.83333,10.79339,0.7394,11.08,10.52,0.68089,0.57969,2.57333,0.22222,0.07113,0.71324,0.65804,0.66106,2
0.073,0.0791,0.1693,0.2882,0.2389,-0.0668,0.25222,0.0577,0.40303,0.38372,0.5728,0.09012,0.00062,0.08302,0.58425,0.1456,-0.38372,1.49675,27.73706,1.34082,0.09656,10.55556,7.77778,0.11111,2.64,3.05252,0.0304,0.27818,3.11111,12.61728,0.34296,0.35237,18.56198,0.42428,12.42667,17.88,0.36473,0.3808,2.08,1.69778,0.01792,0.46367,0.64309,0.48263,3
0.045,0.0568,0.1195,0.2683,0.2029,0.01779,0.1956,0.0693,0.42648,0.40267,0.61239,0.09758,-0.00002,0.10677,0.60928,0.22478,-0.40267,1.60335,27.4769,1.57992,0.1286,5.11111,0.22222,0.28395,0.84,2.11609,0.41358,0.58242,0.5679,10.69136,0.79455,0.67531,13.1405,0.64885,11.48444,13.52889,0.60085,0.58777,2,0.66667,0.03889,0.64819,0.67643,0.63216,2
0.0424,0.0476,0.1164,0.2369,0.1947,-0.04074,0.27842,0.0543,0.40045,0.44416,0.59457,0.10246,-0.00003,0.08488,0.58654,0.18913,-0.44416,1.63488,47.77601,1.4665,0.10348,4.33333,0.11111,0.23457,0.64,2.19248,0.207,0.73878,0.64198,10.01235,0.81111,0.61946,11.12397,0.58946,9.48889,10.98222,0.73402,0.53292,1.68,0.49778,0.08243,0.58434,0.72868,0.57213,2
0.0551,0.0996,0.1535,0.2475,0.2042,-0.01517,0.13957,0.0477,0.39063,0.269,0.56724,0.06566,0.00002,0.07071,0.57169,0.13448,-0.269,1.38697,15.13444,1.31075,0.08371,8.33333,3.77778,0.11111,1.56,3.05252,0.05706,0.35361,4.33333,10.32099,0.42829,0.35493,15.12397,0.32215,9.77778,15.08,0.32269,0.24948,2.16,1.77778,0.01207,0.30563,0.47483,0.33326,3
0.0442,0.053,0.0977,0.2415,0.1747,0.22524,0.10771,0.1275,0.51898,0.48207,0.69743,0.18017,0.0005,0.19638,0.7047,0.39486,-0.48207,2.2088,19.58236,2.30502,0.23241,5.22222,0.22222,0.16049,0.84,2.78885,0.12453,0.62365,0.97531,10.85185,0.67531,0.46174,10.69421,0.48257,9.39555,10.53333,0.52844,0.39619,2,0.84444,0.03072,0.48373,0.61489,0.55865,7
0.0654,0.0724,0.1099,0.1888,0.1569,-0.08263,0.11801,0.015,0.32751,0.18053,0.53194,0.03174,0.00037,0.02433,0.52448,0.06388,-0.18053,1.31301,18.53268,1.13649,0.03062,7.11111,18.44445,0.11111,3.92,2.86524,0.03124,0.2114,3.22222,8.60494,0.21152,0.17428,16.04959,0.19891,8.8,16.05333,0.20965,0.2326,2,3.2,0.01148,0.20503,0.21177,0.42418,3
0.0582,0.0701,0.1114,0.2215,0.1766,-0.04125,0.15321,0.0292,0.35441,0.26439,0.55794,0.05493,0.00008,0.04678,0.54733,0.11587,-0.26439,1.43627,22.67307,1.26212,0.05824,6.66667,1.44444,0.1358,1.28,2.86524,0.09704,0.64694,0.77778,12.8642,0.64938,0.4451,14.24793,0.50136,13.37333,13.85333,0.70782,0.64787,1.93778,0.58222,0.05612,0.54039,0.65349,0.60708,7
0.0721,0.1015,0.1892,0.2313,0.2098,-0.11698,0.14701,0.0297,0.35264,0.21746,0.53639,0.01536,0.00063,0.04227,0.54257,0.07278,-0.21746,1.07611,12.85168,1.15698,0.04906,10,5.22222,0.11111,2.08,3.05252,0.03374,0.41311,3.50617,12.16049,0.4453,0.36813,18.90083,0.39195,11.55111,18.26667,0.41242,0.40934,1.76889,1.44889,0.01298,0.4108,0.55018,0.44851,3
0.0754,0.0756,0.1057,0.2092,0.174,0.04702,0.06552,0.0435,0.37826,0.23357,0.58533,0.08835,0.00098,0.06967,0.57087,0.17066,-0.23357,1.7105,14.02526,1.41154,0.08644,8.22222,6.11111,0.11111,2.04,3.03159,0.04456,0.43535,3.16049,12.53086,0.40989,0.33583,20.4876,0.33865,13.08,20.56,0.3686,0.3126,2.08,1.57333,0.01732,0.3597,0.38247,0.39571,3
0.0523,0.0694,0.1349,0.3421,0.2563,-0.00275,0.20125,0.0644,0.41915,0.37924,0.59635,0.07789,0.00014,0.09716,0.59912,0.1927,-0.37924,1.49741,25.21428,1.47739,0.1158,6.66667,0.22222,0.23457,0.56,2.05787,0.26864,0.56038,0.28395,13.39506,0.7963,0.69506,13.78512,0.68462,13.08444,14.18667,0.57648,0.53295,2.10667,0.48,0.09242,0.66693,0.81524,0.69473,2
0.0858,0.0773,0.16,0.3152,0.2548,-0.07819,0.2135,0.0475,0.38925,0.33355,0.56463,0.06968,0.00011,0.06974,0.57067,0.12925,-0.33355,1.38937,22.9564,1.29688,0.08213,8.55556,3.33333,0.16049,1.72,2.57787,0.0404,0.4379,6.04938,15.09877,0.48234,0.43665,19.98347,0.48369,14.12889,19.29333,0.4433,0.45304,2.64,1.34667,0.02364,0.4995,0.73971,0.51303,2
0.0534,0.0581,0.1018,0.2818,0.1889,0.1592,0.1542,0.0988,0.47297,0.45785,0.66336,0.15083,0.00047,0.15378,0.65908,0.32672,-0.45785,2.08939,24.96198,1.97053,0.1847,5.66667,0.77778,0.1358,0.88,2.86524,0.12037,0.54351,2.96296,11.53086,0.53108,0.36639,14.1405,0.42403,11.14222,14.14667,0.48053,0.34936,2,1.20889,0.02475,0.43944,0.51883,0.50474,6
0.059,0.0572,0.0986,0.1708,0.1241,0.1358,0.17521,0.0854,0.44967,0.4534,0.6511,0.15822,0,0.13473,0.63897,0.30219,-0.4534,1.99594,29.33835,1.86613,0.16369,6.11111,6.11111,0.1358,1.68,2.99707,0.0354,0.37849,4.53086,9.79012,0.40275,0.33554,16.19008,0.30797,10.90666,16.74667,0.32992,0.26927,2,2.04889,0.01124,0.30921,0.24773,0.39895,7
0.0564,0.0789,0.1444,0.266,0.2187,-0.04143,0.1929,0.0488,0.39327,0.32829,0.57227,0.06889,0.00005,0.07329,0.57439,0.14455,-0.32829,1.41967,22.35892,1.33795,0.08739,7.66667,0.66667,0.18519,0.6,2.53252,0.08621,0.52857,1.25926,10.85185,0.62593,0.46939,14.28099,0.48278,10.45333,13.66667,0.57505,0.4583,2.21333,0.81778,0.02519,0.47815,0.54553,0.57537,3
0.0468,0.0472,0.0681,0.1768,0.1175,0.28514,0.11365,0.0919,0.44795,0.49393,0.70145,0.14806,0.00033,0.15215,0.6582,0.40289,-0.49393,2.40235,29.12704,2.34949,0.18933,4.88889,2,0.62963,0.96,2.03971,0.10371,0.79184,1.4321,7.66667,0.64568,0.56315,11.28926,0.56321,8.08889,11.25333,0.73689,0.60381,1.89333,0.67556,0.07484,0.56693,0.66615,0.63278,7
0.055,0.0534,0.1057,0.2478,0.1749,0.15823,0.19773,0.1117,0.49457,0.50867,0.67286,0.1381,0.00072,0.17141,0.67771,0.34571,-0.50867,1.97919,31.48113,2.05676,0.20356,5.55556,0.77778,0.1358,0.68,2.84431,0.07955,0.57017,1.5679,11.51852,0.69822,0.52171,13.93388,0.58472,11.94667,14.09333,0.64419,0.49539,2.30667,0.68,0.03609,0.61038,0.6985,0.63137,2
0.0478,0.042,0.0669,0.1943,0.1241,0.42535,0.0619,0.1608,0.56606,0.58787,0.77291,0.38277,0.00069,0.25623,0.77169,0.54582,-0.58787,3.61734,21.68152,3.40359,0.30355,4.11111,0.22222,0.16049,0.2,2.89976,0.26864,0.83469,0.28395,9.46914,0.84815,0.56195,12.87603,0.60044,10.05778,13.13333,0.71441,0.62657,2,0.51111,0.03941,0.60102,0.61767,0.61662,4
0.0419,0.0476,0.0774,0.242,0.1647,0.16543,0.15868,0.0723,0.41736,0.4541,0.65918,0.09347,0.00013,0.11919,0.62291,0.31836,-0.4541,1.88372,33.74995,1.93411,0.14915,4.22222,0.44444,0.38272,0.04,1.26062,0.40775,0.91837,0.18519,9.09877,0.87037,0.7069,10.46281,0.72436,9.22222,10.54667,0.85111,0.66083,2.37333,0.32,0.19123,0.72923,0.66099,0.77795,4
0.0515,0.0722,0.1658,0.3281,0.2432,-0.07412,0.18853,0.0578,0.40418,0.32779,0.57422,0.07065,-0.00002,0.08359,0.58485,0.14843,-0.32779,1.3649,18.9509,1.34861,0.09748,7.33333,0.77778,0.18519,1.08,2.67795,0.10371,0.50732,0.35802,10.55556,0.52469,0.29761,13.06612,0.37735,9.04444,12.83111,0.58483,0.3988,2.24889,0.94222,0.02878,0.36331,0.69933,0.71919,2
0.0575,0.1033,0.1828,0.2907,0.228,-0.08098,0.1555,0.0402,0.37142,0.2507,0.54953,0.04638,-0.00002,0.05735,0.55792,0.09906,-0.2507,1.23523,14.01306,1.21991,0.06657,10.77778,2.66667,0.11111,1.36,2.97614,0.04123,0.27136,4.67901,11.39506,0.56638,0.5036,15.6281,0.48146,10.20889,16.28889,0.41372,0.38691,2.11111,0.99556,0.02566,0.46581,0.73823,0.57136,2
0.0453,0.0463,0.0832,0.2172,0.1455,0.11037,0.1669,0.0667,0.41028,0.43239,0.64307,0.12101,0.00008,0.10925,0.61234,0.28614,-0.43239,2.0024,33.02839,1.80168,0.13648,4.55556,0.33333,0.16049,0.76,2.75433,0.1087,0.56735,1.04938,9.75309,0.70123,0.43257,13.65289,0.43603,10.01333,15.08,0.43598,0.382,2,1.03111,0.02238,0.43999,0.73885,0.46359,6
0.111,0.2217,0.3833,0.4087,0.3515,-0.17562,0.13436,-0.0012,0.09322,0.13282,0.49922,0.04187,0.0003,-0.00136,0.49864,-0.00157,-0.13282,1.10044,5.87084,0.99687,-0.00142,19.77778,49.66667,0.11111,4.56,2.84431,0.02707,0.15197,16.1358,15.51852,0.53368,0.47719,21.85124,0.43001,13.66222,19.36,0.32142,0.26281,2,1.75111,0.01389,0.40689,0.8212,0.43027,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0314,0.0268,0.0134,0.014,0.0129,1,-0.03249,0.0007,0.16529,-0.00704,0.51273,0.00064,0,0.00136,0.50136,0.02545,0.00704,1.05224,61.40467,1.05224,0.00199,2,0,1,0.04,0,1,0.96939,0,0,1,1,7,1,0,7,0.88889,1,0.86667,0,1,1,1,1,1
0.0339,0.0277,0.0136,0.0128,0.0125,1.07752,-0.02509,-0.0002,0.16331,-0.03249,0.4963,-0.0001,0,-0.00039,0.49961,-0.00741,0.03249,0.99265,63.25133,0.98529,-0.00057,2,0,1,0.28,0,1,0.85714,0,0,1,1,8,1,0,8,0.88222,1,1,0,1,1,1,1,1
0.0316,0.0264,0.0133,0.0132,0.0122,0.97222,0.00377,0.0009,0.16558,0.0365,0.51636,-0.00021,0,0.00175,0.50175,0.03273,-0.0365,0.98496,76.90974,1.06767,0.00256,2,0,1,0.28,0,1,0.82653,0,0,1,1,7,1,0,7,0.84889,1,1,0,1,1,1,1,1
0.031,0.0256,0.0139,0.0124,0.0122,0.69444,-0.07023,-0.0017,0.15992,-0.13475,0.46743,-0.00018,0,-0.00331,0.49669,-0.06513,0.13475,0.98561,47.17039,0.8777,-0.00485,2,0,1,0,0,1,1,0,0,1,1,7,1,0,7,1,1,0.41778,0,1,1,1,1,1
0.031,0.0268,0.014,0.0132,0.0125,0.83784,-0.11111,-0.0004,0.16379,-0.1254,0.49275,0.0003,0,-0.00078,0.49922,-0.01449,0.1254,1.02143,36.57143,0.97143,-0.00114,2,0,1,0,0,1,1,0,0,1,1,7,1,0,7,1,1,0.37333,0,1,1,1,1,1
0.0329,0.0289,0.0141,0.0129,0.0116,1.10145,-0.04407,0.0004,0.16627,-0.0301,0.50699,0.0001,0,0.00078,0.50078,0.01399,0.0301,1.00709,54.4347,1.02837,0.00114,2,0,1,0,0,1,1,0,0,1,1,7.44628,1,0,7.26667,0.99556,1,0.93333,0,1,1,1,1,1
0.0318,0.0274,0.0128,0.0128,0.0134,1.30508,-0.12628,0.0008,0.164,-0.09635,0.51515,0.00119,0.00001,0.00156,0.50156,0.0303,0.09635,1.10156,36.4727,1.0625,0.00228,2,0,1,0,0,1,1,0,0,1,1,7,1,0,7,1,1,1,0,1,1,1,1,1
0.0345,0.0288,0.0139,0.0132,0.0122,1.15267,-0.04467,0.0002,0.1652,-0.03754,0.50357,-0.0003,0,0.00039,0.50039,0.00714,0.03754,0.97842,55.01722,1.01439,0.00057,2,0,1,0.32,0,1,0.86735,0,0,1,1,8,1,0,8,0.94222,1,0.8,0,1,1,1,1,1
0.034,0.0277,0.0139,0.0134,0.0128,0.98582,-0.04467,0.0001,0.16492,-0.0411,0.50179,-0.0001,0,0.00019,0.50019,0.00358,0.0411,0.99281,55.01722,1.00719,0.00028,2,0,1,0,0,1,1,0,0,1,1,8,1,0,8,0.98444,1,0.80444,0,1,1,1,1,1
0.0322,0.0263,0.0143,0.0137,0.0122,0.73099,-0.0623,0.0005,0.16706,-0.04516,0.50859,0.00079,0,0.00097,0.50097,0.01718,0.04516,1.05594,48.09802,1.03497,0.00142,2,0,1,0,0,1,1,0,0,1,1,7,1,0,7,1,1,0.74222,0,1,1,1,1,1
0.0317,0.0263,0.0139,0.0126,0.0126,0.80392,-0.05119,-0.0001,0.16437,-0.05479,0.4982,0.00031,0,-0.00019,0.49981,-0.00361,0.05479,1.02158,52.90141,0.99281,-0.00028,2,0,1,0,0,1,1,0,0,1,1,7,1,0,7,0.99556,1,0.68,0,1,1,1,1,1
0.0315,0.0278,0.014,0.0136,0.0122,0.97279,-0.08497,0.0005,0.16629,-0.06752,0.50877,0.00038,0,0.00097,0.50097,0.01754,0.06752,1.02857,42.84813,1.03571,0.00142,2,0,1,0,0,1,1,0,0,1,1,7,1,0,7,0.99778,1,1,0,1,1,1,1,1
